run_id,regime,seed,coefficient,value
fcf4a08b82fa1fc7-277c87492cb1,market,10009,borrower_leverage,0.01697229101227016
fcf4a08b82fa1fc7-277c87492cb1,market,10009,borrower_risk,0.004487681662097631
fcf4a08b82fa1fc7-277c87492cb1,market,10009,reserve_buffer,0.0028963149316604607
fcf4a08b82fa1fc7-277c87492cb1,market,10009,expected_inflation,0.995335066974847
27087014c8be35fa-5fa24755282e,market,10010,borrower_leverage,0.016697663912581123
27087014c8be35fa-5fa24755282e,market,10010,borrower_risk,0.0044136101701199755
27087014c8be35fa-5fa24755282e,market,10010,reserve_buffer,0.0026148494392322437
27087014c8be35fa-5fa24755282e,market,10010,expected_inflation,0.9842786663311327
8d9c0941661f9fc9-a5f4e8ac787d,market,10011,borrower_leverage,0.016228367158137944
8d9c0941661f9fc9-a5f4e8ac787d,market,10011,borrower_risk,0.004409486358777389
8d9c0941661f9fc9-a5f4e8ac787d,market,10011,reserve_buffer,0.0024453678881152722
8d9c0941661f9fc9-a5f4e8ac787d,market,10011,expected_inflation,0.9753574421633359
156d643279af19cd-f9e9cdf57feb,market,10012,borrower_leverage,0.017158904455257917
156d643279af19cd-f9e9cdf57feb,market,10012,borrower_risk,0.004440139362700544
156d643279af19cd-f9e9cdf57feb,market,10012,reserve_buffer,0.002479209344328466
156d643279af19cd-f9e9cdf57feb,market,10012,expected_inflation,1.0067184257038178
ecb5faa77e66164d-8f3f33285078,market,10013,borrower_leverage,0.01683034277300829
ecb5faa77e66164d-8f3f33285078,market,10013,borrower_risk,0.00452503142749197
ecb5faa77e66164d-8f3f33285078,market,10013,reserve_buffer,0.0025327191047550854
ecb5faa77e66164d-8f3f33285078,market,10013,expected_inflation,0.9977394628373297
11eb55767ada45b2-83d64bf8c81c,market,10014,borrower_leverage,0.017364297374325467
11eb55767ada45b2-83d64bf8c81c,market,10014,borrower_risk,0.0037631332690941616
11eb55767ada45b2-83d64bf8c81c,market,10014,reserve_buffer,0.003332771969738082
11eb55767ada45b2-83d64bf8c81c,market,10014,expected_inflation,0.9516365129712798
2f57aeb203c9f69f-e73aa80fcfaa,market,10015,borrower_leverage,0.017920250039420906
2f57aeb203c9f69f-e73aa80fcfaa,market,10015,borrower_risk,0.003724070495349959
2f57aeb203c9f69f-e73aa80fcfaa,market,10015,reserve_buffer,0.0031008455535896256
2f57aeb203c9f69f-e73aa80fcfaa,market,10015,expected_inflation,0.9722333127889766
19aa0b2864342966-11a3860e7035,market,10016,borrower_leverage,0.017044375298977652
19aa0b2864342966-11a3860e7035,market,10016,borrower_risk,0.004859420088019774
19aa0b2864342966-11a3860e7035,market,10016,reserve_buffer,0.0026398713473855247
19aa0b2864342966-11a3860e7035,market,10016,expected_inflation,1.0299432804076618
e815a45dd9d523e5-f718c91885c0,market,10017,borrower_leverage,0.016684400050350753
e815a45dd9d523e5-f718c91885c0,market,10017,borrower_risk,0.003897096148703242
e815a45dd9d523e5-f718c91885c0,market,10017,reserve_buffer,0.002762489649994929
e815a45dd9d523e5-f718c91885c0,market,10017,expected_inflation,0.9452471884470689
bd9b4772029e7d3f-a106f7ffaced,market,10018,borrower_leverage,0.015759588339997743
bd9b4772029e7d3f-a106f7ffaced,market,10018,borrower_risk,0.004491985300875055
bd9b4772029e7d3f-a106f7ffaced,market,10018,reserve_buffer,0.0027776319737457538
bd9b4772029e7d3f-a106f7ffaced,market,10018,expected_inflation,0.9594558556054001
f7fbe1266671bfd5-a9268ca24675,market,10019,borrower_leverage,0.01768363488843813
f7fbe1266671bfd5-a9268ca24675,market,10019,borrower_risk,0.004570646860457021
f7fbe1266671bfd5-a9268ca24675,market,10019,reserve_buffer,0.0030696323446524395
f7fbe1266671bfd5-a9268ca24675,market,10019,expected_inflation,1.0215444266580027
a55639ae1f043687-6345f972f847,market,10020,borrower_leverage,0.017061866686064867
a55639ae1f043687-6345f972f847,market,10020,borrower_risk,0.004787002604143945
a55639ae1f043687-6345f972f847,market,10020,reserve_buffer,0.003195615781835803
a55639ae1f043687-6345f972f847,market,10020,expected_inflation,1.014145949285895
0a44bbb804382d6e-9e1ef9a0fb51,market,10021,borrower_leverage,0.015167068521018465
0a44bbb804382d6e-9e1ef9a0fb51,market,10021,borrower_risk,0.004231187733920087
0a44bbb804382d6e-9e1ef9a0fb51,market,10021,reserve_buffer,0.002742730843954355
0a44bbb804382d6e-9e1ef9a0fb51,market,10021,expected_inflation,0.9185441032230871
e48917b6df7b135a-b26098ab1dcb,market,10022,borrower_leverage,0.017177611653215782
e48917b6df7b135a-b26098ab1dcb,market,10022,borrower_risk,0.004241403089712715
e48917b6df7b135a-b26098ab1dcb,market,10022,reserve_buffer,0.0026711685437531885
e48917b6df7b135a-b26098ab1dcb,market,10022,expected_inflation,0.989918148364935
85d62846dbeba859-0ee5d2fa6b0f,market,10023,borrower_leverage,0.018675118294901778
85d62846dbeba859-0ee5d2fa6b0f,market,10023,borrower_risk,0.0038745600980861876
85d62846dbeba859-0ee5d2fa6b0f,market,10023,reserve_buffer,0.0033743026964809463
85d62846dbeba859-0ee5d2fa6b0f,market,10023,expected_inflation,0.9882444281628734
0977dd487748221d-a7cef640fbfe,market,10024,borrower_leverage,0.0176824343157723
0977dd487748221d-a7cef640fbfe,market,10024,borrower_risk,0.00480244924099518
0977dd487748221d-a7cef640fbfe,market,10024,reserve_buffer,0.003720919939343292
0977dd487748221d-a7cef640fbfe,market,10024,expected_inflation,1.0354457013651068
6f1e4f2caa9b7542-5280a1b50f4c,market,10025,borrower_leverage,0.018234747436937142
6f1e4f2caa9b7542-5280a1b50f4c,market,10025,borrower_risk,0.004043971636197465
6f1e4f2caa9b7542-5280a1b50f4c,market,10025,reserve_buffer,0.0033561162126960428
6f1e4f2caa9b7542-5280a1b50f4c,market,10025,expected_inflation,0.9874172541438315
d86ef6d13929f342-9d84663c73da,market,10026,borrower_leverage,0.017911999791671334
d86ef6d13929f342-9d84663c73da,market,10026,borrower_risk,0.004091213979619604
d86ef6d13929f342-9d84663c73da,market,10026,reserve_buffer,0.003018478085012765
d86ef6d13929f342-9d84663c73da,market,10026,expected_inflation,0.9885616592881403
7b8b4eef7c6f758e-ab6441c84993,market,10027,borrower_leverage,0.017592240088765115
7b8b4eef7c6f758e-ab6441c84993,market,10027,borrower_risk,0.004431961895628903
7b8b4eef7c6f758e-ab6441c84993,market,10027,reserve_buffer,0.0024987849833560927
7b8b4eef7c6f758e-ab6441c84993,market,10027,expected_inflation,1.0168802222578632
23bbe8c3e8be8103-67aabc8d2f37,market,10028,borrower_leverage,0.01707822329958677
23bbe8c3e8be8103-67aabc8d2f37,market,10028,borrower_risk,0.004745009995517016
23bbe8c3e8be8103-67aabc8d2f37,market,10028,reserve_buffer,0.003414196560341151
23bbe8c3e8be8103-67aabc8d2f37,market,10028,expected_inflation,1.0071953058782985
15a0903c4b189484-3ade7a2219eb,market,10029,borrower_leverage,0.01621167624603626
15a0903c4b189484-3ade7a2219eb,market,10029,borrower_risk,0.0044242139545079455
15a0903c4b189484-3ade7a2219eb,market,10029,reserve_buffer,0.003103547642920125
15a0903c4b189484-3ade7a2219eb,market,10029,expected_inflation,0.9690754921660616
