parameter_set_id,outcome,matched_seeds,mean_effect,standard_deviation,minimum_effect,maximum_effect,positive_seed_share,production_alpha,investment_share,base_credit_demand,risk_price,liquidity_price,capital_price
lhs-015,cumulative_new_credit,5,26.335445286602436,49.256326042397326,-19.199499161971147,99.02761768023484,0.6,0.4215670822882559,0.4718479091458567,6.8881913557613235,0.03866651817366909,0.01727619278472061,0.027907604471535154
lhs-016,cumulative_new_credit,5,21.036242304146903,21.930398977955637,-10.256612612216017,43.50703286728367,0.8,0.4403434046246357,0.42603564416011486,6.662885274367233,0.022713978970774904,0.03855569429564658,0.023735959832869025
lhs-017,cumulative_new_credit,5,26.231560686297872,25.798303378675033,-11.861592919532285,51.74892619807076,0.8,0.413974741552625,0.5900182459807175,10.97414744066672,0.026269377628657886,0.03367108725007189,0.025377029875320686
lhs-018,cumulative_new_credit,5,31.76207420079179,49.57374416983711,-9.86058226549767,116.29909511714659,0.8,0.3649486390693655,0.4150058174073562,16.09114227472788,0.03389020750097181,0.01332025029616878,0.01883085017864644
lhs-019,cumulative_new_credit,5,22.24238622252559,10.618965029556671,11.00079151821722,32.99249859544108,1.0,0.2818523974037021,0.3516947246374761,7.344458503895344,0.03137550508961578,0.030587723389336314,0.012022080528689477
lhs-020,cumulative_new_credit,5,11.592065296909144,19.341465065852635,-7.6364591019898285,40.92639621195133,0.6,0.4733495412611842,0.5950100881003737,13.426612754743285,0.011162044757948568,0.03314711865004115,0.0021799101048117506
lhs-021,cumulative_new_credit,5,75.76303136222295,69.92770304653747,12.388739004924007,187.62864965821512,1.0,0.2282127985352971,0.2522355193509725,8.392208342756245,0.02100887574767024,0.026118385738221277,0.019852513776102525
lhs-022,cumulative_new_credit,5,-6.038592854502275,16.016915861108604,-26.725062015869298,16.3202936079699,0.4,0.2721178417319521,0.3143811739913356,18.486744519060867,0.010417283908763484,0.03197338502225847,0.00750810534390748
lhs-023,cumulative_new_credit,5,7.2208848458617805,17.67775947395752,-17.262513544477258,31.907774076199672,0.8,0.44709283640903197,0.5338722381694512,7.624106073314352,0.04861549679941299,0.006338859979644439,0.022493879377284996
lhs-024,cumulative_new_credit,5,-5.160780963863508,9.949995425733306,-22.690286800398567,2.124688040988204,0.2,0.2679494206233566,0.3390876838829795,18.197851854912237,0.01021162973047461,0.026868832376481334,0.018391862960641554
lhs-025,cumulative_new_credit,5,-2.4704150607816997,5.666492417487273,-6.981053341944673,6.899991396252304,0.2,0.37742621659071585,0.3365183892591347,17.051278522839183,0.009157900715079235,0.02376209328296647,0.01818644210967038
lhs-026,cumulative_new_credit,5,-1.8032869105507472,13.237851469382905,-12.232951414241278,20.621608410980002,0.2,0.4837745090111683,0.4446967522970905,11.291202401343018,0.006986702123098252,0.014757834789826476,0.012647349718522148
lhs-027,cumulative_new_credit,5,4.727115216610592,18.003973791136893,-13.855373954897953,33.86530514966611,0.6,0.3662147547269001,0.2671679698216594,9.436702561390524,0.011648665634394692,0.022386122849240193,0.02704327475104707
